"","track_id","artist_name","title","loudness","tempo","time_signature","key","mode","duration","song_hotttnesss","year","popular"
"12469","TRAVQWO128F429BC6B","Montrose","Down",-12.505,85.493,7,5,0,197.51138,0.520794407,0,0
"14722","TRAZHXM128F146F711","M.A. Numminen","KOOKOSP}HKIN} - I'VE GOT A LOVELY BUNCH OF COCONUTS-",-4.792,134.972,1,7,1,168.51546,0.520676485,1998,0
"9425","TRAQCIO128EF34C3F7","Christoper Titus","The Impala Incident (The Fifth Annual End Of The World Tour)",-9.322,80.8,4,6,1,119.66649,0.520564622,0,0
"3023","TRAFFRG128F421BD23","Josh Groban","Mai [Live]",-7.341,125.958,4,9,1,282.85342,0.520526511,2008,0
"5537","TRAJOWK128F4263735","Suicidal Tendencies","It's Going Down",-5.93,164.925,4,9,1,269.81832,0.520370304,1992,0
"172","TRAAMPA128F92E7D0D","Descendents","Orgofart",-28.347,89.495,4,6,0,140.66893,0.519448581,1986,0
"214","TRAAQIH128F428BDEA","Busdriver","(Bloody Paw On The) Kill Floor",-6.258,155.038,4,6,1,192.1824,0.519403046,2007,0
"8441","TRAORQS128F9313A6A","C.C. Adcock","What I Like (Womens)",-10.56,180.106,4,5,0,297.63873,0.51895024,0,0
"4195","TRAHFSC128F92EACAB","The Chieftains","The Raggle Taggle Gypsy",-6.984,210.957,4,7,0,187.92444,0.518759898,2003,0
"4258","TRAHMAJ12903CA6CCB","Gustavo Santaolalla","Moving Up",-17.746,150.028,3,11,0,95.58159,0.518759898,0,0
"4388","TRAHVYQ128F429826B","Bruce BecVar","Razamataz",-12.778,45.43,4,0,1,226.82077,0.518759898,0,0
"4954","TRAIQUG128F92F946E","Byzantine","Absolute Horizon",-5.663,198.016,4,0,1,300.01587,0.518759898,2008,0
"5394","TRAJBTZ12903CB818C","The Del McCoury Band","Asheville Turnaround",-9.059,177.945,4,0,0,154.74893,0.518759898,0,0
"6603","TRALKVM128F92C9738","Dora The Explorer","ABC (The Alphabet Song)",-8.431,107.201,4,7,1,32.1824,0.518759898,0,0
"6627","TRALMYT12903D0954C","Skeeter Davis","Ladder Of Success",-8.46,134.931,1,3,1,128.67873,0.518759898,0,0
"9090","TRAPZZJ12903CC5190","Robben Ford","Ain't Got Nothin' But The Blues (Album Version)",-13.908,91.247,3,5,1,278.96118,0.518759898,1988,0
"9413","TRAQBNL128F4254D13","Warrior King","Another Love Song",-6.134,153.977,4,11,0,204.38159,0.518759898,2005,0
"9053","TRAPWMY128F4275285","Facto Delafe y las flores azules","Desde el este",-7.221,96.007,4,7,0,100.362,0.518418707,2007,0
"13019","TRAWNCP128F4261F65","Kenny Wayne Shepherd","Born In Louisiana [with Clarence ""Gatemouth"" Brown] [Live]",-7.357,90.514,1,7,1,386.48118,0.518418707,0,0
"8414","TRAOPAT128F92C970F","Dora The Explorer","Tenemos Amigos",-6.167,106.298,4,6,0,59.95057,0.518340538,0,0
"9558","TRAQNEC128F14ADF01","Petra","Hollow Eyes (Beat The System Album Version)",-11.555,105.498,4,4,0,242.62485,0.518340538,0,0
"13636","TRAXNOE128F149158A","Cass Fox","Touch Me",-6.194,128.865,4,4,0,208.1171,0.518340538,0,0
"6107","TRAKQKT128F4259E25","Teenage Fanclub","The World'll Be OK",-8.198,120.271,4,4,0,266.89261,0.518310319,2003,0
"7926","TRANZFP128E07995A9","Phil Collins","That's What You Said  (LP Version)",-6.68,129.729,4,8,1,260.96281,0.518310319,1996,0
"7849","TRANSUM128F92E8DF3","Seal","When A Man Is Wrong (Album Version)",-9.303,146.758,4,4,1,258.63791,0.517657896,1998,0
"13635","TRAXNMN128F4294EA6","Mart'nÃ¡lia","Nas Ã¡guas de Amaralina",-8.09,60.092,1,7,1,224.36526,0.517148973,2006,0
"14764","TRAZLFO12903CB6C0B","Seventh Day Slumber","Lead Me To The Cross (Acoustic)",-6.183,150.089,4,6,1,287.73832,0.516500632,0,0
"10039","TRAREDZ12903CFB6E3","Pelle Carlberg","Clever Girls Like Clever Boys Much More Than Clever Boys Like Clever Girls",-5.603,169.994,4,9,1,247.24853,0.516396407,2007,0
"4151","TRAHCDJ128F9310F1C","Fever Ray","When I Grow Up",-6.637,122.934,4,0,1,359.36608,0.515963631,2009,0
"7636","TRANAUJ128E07860B0","DMX / Dyme","Good Girls_ Bad Guys",-4.422,119.579,4,2,1,233.40363,0.515963631,1999,0
"7683","TRANGIY128F427FA51","Rooney","Get Away",-3.324,119.406,4,11,0,171.93751,0.515963631,2007,0
"9673","TRAQYWJ128F931282C","Cancer Bats","Engine Skull",-3.276,110.096,4,5,1,159.29424,0.515963631,2009,0
"14168","TRAYLKH128F427BCCC","W.A.S.P.","When The Levee Breaks",-4.024,144.252,4,3,1,426.78812,0.515357179,1992,0
"22944","TRBCHOY12903CD9688","Floor","Assassin",-7.24,156.179,4,4,0,117.02812,0.515357179,2002,0
"7937","TRANZRO128F4278401","Emilio","Even If I Tried",-6.612,117.532,4,7,0,175.72526,0.515132469,0,0
"1285","TRACFXL128F930B28B","Bersuit Vergarabat","Sencillamente",-7.769,135.982,4,6,0,307.35628,0.514753324,2005,0
"1335","TRACKWV128F934B6B0","Goatwhore","Forever Consumed Oblivion",-4.442,110.994,4,10,0,225.64526,0.514753324,2006,0
"13610","TRAXLIU128E07860D4","DMX","I'ma Bang",-4.557,92.4,4,1,1,306.05016,0.514753324,2001,0
"3649","TRAGKUI128F92F4698","Mithotyn","Guided By History",-7.078,110.897,7,0,1,391.02649,0.514298331,1999,0
"23046","TRBCRSH128F9327458","The Advantage","Ducktails - Moon",-8.096,184.283,4,6,1,99.00363,0.514298331,0,0
"2635","TRAETZJ128F422B208","Panzer AG","WHEN I AM YOU",-3.382,120.042,4,11,0,305.05751,0.513517029,2006,0
"5028","TRAIWXX128F1461FE9","Milk Inc.","Livin' A Lie (Video Mix)",-6.62,141.008,4,7,0,204.25098,0.513517029,2001,0
"5596","TRAJUPF128F4231A2C","P.O.D.","Ya Mama (Palm Springs Demo)",-5.322,125.528,5,1,1,188.94322,0.513517029,0,0
"5634","TRAJZCH128F933D2B7","Mighty Mighty Bosstones","Patricia",-9.515,197.213,1,1,1,168.85506,0.513517029,1989,0
"6197","TRAKYON128F429470C","Marc Lavoine","C'est La Vie",-10.322,122.503,4,3,1,224.39138,0.513517029,1989,0
"8437","TRAOREE128F934DB89","Kool Keith","Don't Crush It",-6.062,90.902,4,6,0,258.19383,0.513219142,1997,0
"13685","TRAXSUN128F426D36B","Galactic","Think Back",-5.175,104.195,4,11,0,238.96771,0.513219142,2007,0
"7939","TRANZTY128F424D794","April Wine","Caught In The Crossfire",-12.551,138.572,1,4,1,214.43873,0.513189736,1981,0
"11363","TRATTAF128F147CA09","Yahir","No Te Apartes De Mi",-9.044,104,4,9,0,245.34159,0.513189736,0,0
"23029","TRBCQQH128E0791D0E","Barbara Carr","Don't Knock Love",-7.8,89.157,4,4,1,147.66975,0.513189736,0,0
"14668","TRAZCSY128F42683F2","Pretty Boy Floyd","Shut Up",-9.074,132.025,4,7,0,236.042,0.513142599,0,0
"10799","TRASWKJ128E0792FE7","Patty Griffin","Flaming Red",-6.376,124.794,4,10,0,134.05995,0.513106418,1998,0
"8817","TRAPCRL128F1458F41","Penguin CafÃ© Orchestra","Horns Of The Bull",-19.453,191.61,1,2,1,275.12118,0.512253654,1987,0
"11725","TRAUAZA128F424847C","From Autumn To Ashes","IV",-12.063,97.169,3,4,0,147.64363,0.512253654,2002,0
"14671","TRAZCYR12903C98F1D","Dntel","Termites in the Bathtub",-12.796,120.162,4,4,0,264.77669,0.512253654,1998,0
"797","TRABOOL128F426E836","Mary Black","Turning Away",-9.464,163.567,4,5,0,293.92934,0.511424326,1999,0
"2097","TRADYAX128F1475721","El Gran Silencio","Alma de B-Boy",-7.705,120.064,4,0,1,208.66567,0.511424326,0,0
"3016","TRAFFDW12903CE53B6","Chris Standring","Say What!?!",-9.041,140.044,4,0,1,269.322,0.511424326,2003,0
"4239","TRAHKMS128F934B09E","Lizzy Borden","There Will Be Blood Tonight",-3.053,115.418,4,10,0,235.65016,0.511424326,2000,0
"4909","TRAIMQC128F148B81C","Timo Maas","UBIK The Breakz (feat. Martin Bettinghaus) - Radio Mix",-18.516,76.57,3,3,1,132.15302,0.511424326,0,0
"5027","TRAIWSR128F42222BC","Soul Ballet","da da Diamonds",-6.769,106.01,4,9,0,224.86159,0.511424326,2007,0
"8292","TRAOCSE128F4282321","No Address","Pretty Girl (Amended Version)",-8.1,87.106,4,5,1,286.4322,0.511424326,2005,0
"9453","TRAQESC128F92D9527","Jimmy Johnson","Country Preacher",-8.581,98.929,4,9,0,287.32036,0.511424326,0,0
"10007","TRARBGM12903CC5026","Open Hand","Never Alone",-7.655,86.308,4,9,0,486.97424,0.511424326,1999,0
"10833","TRASYWM128F14804A5","The Panic Channel","Said You'd Be",-2.648,143.224,1,2,1,153.25995,0.511424326,2006,0
"11810","TRAUIHC128F427EEF9","Daniel Johnston","Oh No",-24.905,105.641,5,8,1,237.68771,0.511424326,1984,0
"12406","TRAVLNW128F4272F05","Gian Marco","Te MentirÃ_a",-7.973,99.984,4,4,1,229.32853,0.511424326,0,0
"14083","TRAYDYV128F42906E1","Mindy McCready","Breakin' It",-7.365,153.849,4,1,1,200.38485,0.511424326,1996,0
"107","TRAAHYV128F932A425","Carl Cox Vs Yousef","I Want You (Forever)",-5.701,130.016,5,1,1,357.82485,0.511254835,1991,0
"3786","TRAGWMO12903CFD994","Evergreen Terrace","Look Up At The Stars And You're Gone",-4.732,112.421,1,7,1,159.4771,0.510962044,2001,0
"45","TRAADLX128F1469250","Loudon Wainwright III","Human Cannonball",-15.663,102.428,4,3,1,190.48444,0.510119314,1995,0
"3058","TRAFJUG128F92C77B1","Leigh Jones","Have It Your Way",-9.027,172.35,3,8,0,279.74485,0.510018725,2008,0
"3707","TRAGPMS128F4248295","Patton Oswalt","A Brief History of Shitty Comedy",-13.322,75.669,3,8,0,121.96526,0.509640966,2004,0
"5035","TRAIXQL128F1467D66","Devo","Soo Bawlz",-11.714,155.26,4,9,1,141.08689,0.509640966,1979,0
"5510","TRAJMEL128F4262B4A","The Fabulous Thunderbirds","Why Get Up",-9.406,125.676,1,10,1,229.8771,0.509640966,1986,0
"5531","TRAJOLQ128EF346088","The Ruby Suns","Function Of The Sun",-9.876,42.525,4,0,1,70.89587,0.509640966,2005,0
"1344","TRACLPE128F4287687","Basic Channel","Phylyps Trak II/II",-12.593,127.923,4,11,1,793.62567,0.509157228,1994,0
"1219","TRACAUP128F931AC60","Ulytau","Winter (Four Seasons)",-5.779,140.13,4,5,0,233.76934,0.509039914,0,0
"5589","TRAJTDG128E0792698","Black Eyed Peas / Terry Dexter","Magic",-3.574,103.652,4,7,0,275.04281,0.508602172,2000,0
"8503","TRAOXXQ12903CB5BB0","The Plimsouls","I Want You Back",-7.842,123.452,4,4,1,147.9571,0.508067506,1981,0
"9050","TRAPVYD12903CE0269","Enslavement Of Beauty","And Still I Wither",-5.646,145.109,4,4,1,313.75628,0.507983552,1999,0
"5557","TRAJRBF12903CDCA3F","Symphony in Peril","Inherent Scars",-6.776,100.034,4,9,1,245.13261,0.507669472,2005,0
"6011","TRAKGWA128F9321155","Ximena Sarinana","Mediocre (Version original)",-11.689,169.105,3,1,1,218.04363,0.507669472,0,0
"4944","TRAIQDI128F92E8E1F","Seal","Still Love Remains (Album Version)",-11.918,153.731,4,5,0,354.76853,0.507531546,1998,0
"11832","TRAUKLO128F4256A09","Hank Penny","Wang Wang Blues",-13.159,95.95,4,5,1,126.95465,0.507346897,0,0
"6556","TRALGYO128F934D18D","30 Seconds To Mars","Night of the Hunter (Static Revenger Remix)",-5.157,122.924,4,6,1,297.53424,0.507269251,2009,0
"11281","TRATMAL128F427EC8D","Java","Cendrier",-6.371,89.689,4,7,1,190.69342,0.506905064,0,0
"12542","TRAVXBL128F42BB389","Michael Jackson","Girl You're So Together",-10.44,111.459,4,3,1,188.99546,0.506905064,1984,0
"3141","TRAFQJK128F92F5EBE","Zeca Baleiro","Blues Do Elevador",-12.008,86.006,5,9,0,237.97506,0.506270994,2000,0
"11873","TRAUOAA128F4245ECF","Mississippi Mass Choir","It's Good To Know Jesus",-13.448,116.49,3,1,1,221.90975,0.505751038,2003,0
"1926","TRADJGU128F42A6C00","Cam'Ron / JR Writer","Shake",-6.61,115.139,5,9,1,208.92689,0.505487343,2004,0
"3669","TRAGLXF128E078703E","Handsome Boy Modeling School","I've Been Thinking featuring Cat Power (Album Version)",-9.423,160.02,4,8,1,324.07465,0.505487343,2004,0
"11991","TRAUYXI12903CC7355","Oh No","Soul of Ethiopia",-7.1,128.116,3,3,1,110.57587,0.505487343,2009,0
"14923","TRAZYYE128F1456A0E","Brenda Lee","Everybody Loves Me But You",-15.603,107.073,3,7,1,151.03955,0.505487343,1995,0
"10266","TRARZBX12903CD70DA","William Orbit","Cavalleria Rusticana",-21.82,131.281,4,5,1,199.8624,0.504034341,2000,0
"11160","TRATBGP128F1482545","Happy Mondays","Olive Oil",-13.229,129.282,1,11,1,156.682,0.504034341,1987,0
"12323","TRAVCWS128F1469EE2","Joi","Oh My People",-5.388,182.01,4,4,0,321.2273,0.503899672,0,0
"4921","TRAINYU128F4246BD1","Heavenly","Liberty",-4.283,175.007,4,4,0,327.6273,0.503752061,0,0
"5428","TRAJEYL128F931B518","Ice","Time Will Tell",-5.956,111.046,4,5,0,285.77914,0.503576224,0,0
"724","TRABIEL128F931E1F2","Marcus Miller","Let Me Show You [I Just Want To Make You Smile]",-13.078,125.147,4,0,1,280.13669,0.503381236,1983,0
"903","TRABYAR128F931B1A4","Robben Ford","Something For The Pain",-6.311,111.903,4,9,0,298.37016,0.503381236,2002,0
"2487","TRAEGFX12903CF8E7B","Joe Lynn Turner","Second Hand Life",-5.912,106.896,4,3,0,274.12853,0.503381236,0,0
"3656","TRAGLEQ128F934055A","Leonardo Favio","Porque Yo Te Amo",-11.378,163.519,7,7,0,201.50812,0.503381236,0,0
"3661","TRAGLMS128F425FE0A","DeGarmo & Key","Destined To Win",-6.917,120.548,4,4,1,203.62404,0.503381236,1988,0
"5502","TRAJLKH128F422C613","White Heart","Nothing But The Best",-4.744,99.374,4,7,1,222.06649,0.503381236,0,0
"5582","TRAJSQA128F4263330","Cali","Resistance",-8.038,127.792,1,4,1,156.55138,0.503381236,2008,0
"7090","TRAMEBP12903CD7EEA","Mink DeVille","Heaven Stood Still",-20.055,41.945,4,7,1,173.92281,0.503381236,1980,0
"7315","TRAMXPQ128F148B0C2","Mark Wills","How Bad Do You Want It",-5.849,96.071,4,2,1,210.33751,0.503381236,2003,0
"10226","TRARVVB128F4264CEB","Alvin Youngblood Hart","Livin' In a Strain",-14.039,112.717,1,2,1,231.10485,0.503381236,0,0
"10804","TRASWSV128F92F0E7E","The Winans","This Train",-8.071,105.99,4,0,1,238.65424,0.503381236,0,0
"11419","TRATYQP12903CF5881","Nestor Torres","Peace With Myself",-9.94,93.975,4,10,0,249.44281,0.503381236,0,0
"11724","TRAUARF128F9337BD4","Midwest Product","Motivator",-8.874,141.002,4,10,1,301.73995,0.503381236,2003,0
"13751","TRAXYSO12903D0D0CD","Rhinoceros","One More Breath",-5.956,124.285,4,10,1,77.11302,0.503381236,0,0
"14865","TRAZTWI128F424CF73","Michael Stanley Band","He Can't Love you",-10.922,151.716,4,0,1,216.34567,0.503381236,1980,0
"14915","TRAZYFD128F42A0A51","FU-Schnickens","Visions (20/20)",-11.041,90.846,4,6,1,313.80853,0.503381236,1994,0
"7869","TRANUNR12903CE6E2E","Terry Callier","Occasional Rain",-12.061,125.964,7,11,1,243.04281,0.50254434,1972,0
"8422","TRAOPRY12903CDD3E0","The Berzerker","Humanity",-6.952,86.5,4,11,0,105.45587,0.502449624,2000,0
"11407","TRATXSW128F4243364","Jack Off Jill","Yellow Brick Road",-11.877,156.804,4,6,0,137.9522,0.502449624,1994,0
"8447","TRAOSFC128F42618F6","Harry Connick_ Jr.","Here Comes The Big Parade",-6.131,138.408,1,0,1,251.76771,0.502211221,1994,0
"13085","TRAWSXU128F4275C84","Buddy Johnson","Did You See Jackie Robinson Hit That Ball?",-9.906,72.74,7,0,0,140.01587,0.501726082,2005,0
"3553","TRAGCXQ128F426BDD9","Uriah Heep","Wake The Sleeper",-4.014,127.962,3,4,1,212.84526,0.50111684,2008,0
"22895","TRBCCLU12903CDBAC4","Roger Miller","My Pillow",-8.473,37.965,4,11,1,133.27628,0.500015498,0,0
"5457","TRAJHDR128F92FA863","Morgion","Basking Under a Blacksun Dawning",-7.422,112.063,3,10,1,341.68118,0.499861286,1997,0
"10220","TRARVMJ128F146A77E","Joi","Prem",-5.36,120.006,4,11,1,425.16853,0.499859691,0,0
"11757","TRAUDFG128F423AC77","Basic Channel","Q1.1 Edit",-23.563,160.546,5,10,0,62.92853,0.499752328,1995,0
"2692","TRAEZFJ128F422A5C0","Shanadoo","King Kong",-3.198,142.946,5,10,1,225.20118,0.499664862,2006,0
"6081","TRAKOMW128F428A81A","Sandy Lam","Wei Liang",-4.934,98.991,4,4,1,213.91628,0.499664862,0,0
"794","TRABNRG128F425E087","Black Flag","Crass Commercialism",-18.91,70.649,5,0,1,1030.19057,0.499445835,1982,0
"3652","TRAGKXX128F424F3B5","UK Subs","Crash Course",-11.031,123.26,4,10,1,140.30322,0.499445835,1979,0
"12989","TRAWKXK128F42B62B3","Cam'Ron / Juelz Santana / Jimmy Jones","Come Home With Me",-5.104,163.57,4,6,0,301.50485,0.499445835,2002,0
"14319","TRAYYGG128F1483C70","Shawn Colvin","These Four Walls",-8.446,165.597,5,9,1,177.18812,0.499445835,2006,0
"23070","TRBCTFW128F931FBE9","Jimmy Page","Wailing Sounds",-4.813,184.456,4,2,0,157.02159,0.499445835,2004,0
"10835","TRASZAC128F424A5FB","Jimmy Page_ John Paul Jones_ Albert Lee_ Nicky Hopkins_ Big Jim Sullivan_ Clem Cattini_ Chris Hughes","Livin' Lovin' Wreck",-12.176,175.154,1,10,1,131.34322,0.498170861,0,0
"5954","TRAKCAE128F92DACD8","Claude FranÃ§ois","Le chanteur malheureux",-12.472,134.237,4,6,0,197.25016,0.49813159,1994,0
"13504","TRAXCID12903CDC00D","Madonna","Celebration [Felguk Love Remix]",-5.334,129.974,4,7,1,398.15791,0.49813159,0,0
"3181","TRAFTRY128F9329C26","Mudhoney","It Is Us",-4.309,152.457,4,4,0,211.87873,0.497833215,2006,0
"6109","TRAKQNK128F933D92A","Bruisers","Never Fall",-10.352,114.61,4,2,1,103.75791,0.497833215,0,0
"6687","TRALSIS128F4223DAC","Grayson Capps","Give It To Me",-7.109,101.076,4,2,1,124.18567,0.49770581,2006,0
"11899","TRAUQFT128F4270904","The Statler Brothers","Shenandoah",-16.822,104.068,4,10,1,201.27302,0.49749834,1967,0
"14720","TRAZHRE128F92F344E","Otis Taylor","Talking About It Blues",-11.002,148.022,4,9,1,285.72689,0.497439048,2009,0
"14699","TRAZFEX12903CDCF88","Call To Preserve","Hope For The Fallen",-1.672,158.018,1,5,0,175.22893,0.496795817,2008,0
"3527","TRAGALB128EF3676EC","Funeral For A Friend","Crash And Burn [Home Demo]",-14.957,105.324,4,8,0,261.14567,0.496175336,2007,0
"3740","TRAGSOA128E078F934","Burning Spear","It's A Long Way Around",-19.633,122.376,4,0,1,185.5473,0.496175336,1977,0
"4433","TRAHZLT12903CBEE31","Fito Paez","La Ley De La Vida",-6.116,124.989,4,4,0,273.03138,0.496175336,2010,0
"4826","TRAIFZX128F92F193C","Buckwheat Zydeco","Hot Tamale Baby",-7.822,124.577,4,6,1,246.49098,0.496175336,1987,0
"5997","TRAKFYU128F4283EB5","Mobb Deep featuring Nate Dogg","Dump",-3.813,91.562,4,6,1,195.65669,0.496175336,2004,0
"7865","TRANUEV128F4282392","Plies","I Am The Club (Explicit Album Version)",-6.947,86.967,4,5,1,223.65995,0.496175336,0,0
"9063","TRAPXOE128F92FAB15","Capone-N-Noreaga","Beef",-5.515,157.665,4,5,0,217.41669,0.495453137,2009,0
"11791","TRAUGNY12903CFEFB5","Chroma Key","Salvation",-11.242,120.091,4,4,0,160.31302,0.495453137,2004,0
"13155","TRAWZFC128F92E78EF","Delroy Wilson","Who Cares",-8.814,142.066,4,7,1,191.73832,0.495421502,1969,0
"25","TRAACFV128F935E50B","SUE THOMPSON","James (Hold The Ladder Steady)",-12.332,137.522,4,10,1,124.86485,0.495293621,1985,0
"219","TRAAQUC128F9322A82","The Gone Jackals","Not Buried Deep Enough",-12.772,135.175,3,4,1,229.79873,0.495293621,1995,0
"3010","TRAFELG128F427C373","Wilshire","Special",-3.663,130.12,4,4,0,184.37179,0.495293621,2003,0
"8969","TRAPQGA12903CB5184","Planet P Project","Join The Parade (Album Version)",-5.902,99.995,4,11,0,271.82975,0.49528505,0,0
"3125","TRAFPFW128F423B0A6","Modeselektor","We Do It Too",-6.965,94.005,4,1,1,385.2273,0.495123936,2002,0
"168","TRAAMKI128F428537A","Hank Locklin","We're Gonna Go Fishin'",-12.772,148.357,4,2,1,127.05914,0.494489518,0,0
"1359","TRACMJZ128F92FD86B","Chris Standring","Mumbo Jumbo (jazz)",-9.449,97.959,4,9,0,257.59302,0.494489518,2006,0
"2427","TRAEABT128F931984D","Furry Lewis","Old Hobo",-8.032,146.569,4,10,0,234.78812,0.494489518,2003,0
"2441","TRAEBKD12903D00D5C","Mac McAnally","If You Hang Around Long Enough",-6.601,174.268,4,0,1,183.53587,0.494489518,0,0
"3034","TRAFHJI128F9302CFF","KRS-One","Getaway",-5.73,109.072,5,1,1,187.24526,0.494489518,2008,0
"3057","TRAFJRJ128F932EC8C","MDO","Tonight_ Te AmarÃ©",-5.184,216.196,7,5,1,211.74812,0.494489518,0,0
"3175","TRAFTFF128F930F77C","Lollipop Lust Kill","Bury You",-5.145,153.211,7,10,0,265.61261,0.494489518,2000,0
"3673","TRAGMKE128E078543E","Maire Brennan","Song Of David (LP Version)",-13.434,65.264,1,8,1,248.34567,0.494489518,0,0
"4161","TRAHDIR12903CEB9EE","Butthole Surfers","Wichita Cathedral [live]",-6.367,108.251,1,9,1,165.38077,0.494489518,0,0
"4793","TRAICUK128F425E594","Deodato","Night Cruiser (Album Version)",-13.362,113.52,4,10,0,378.09587,0.494489518,0,0
"7311","TRAMXJC128F428E68F","Plasmatics","Sometimes I",-11.425,113.11,4,2,1,230.66077,0.494489518,1979,0
"7881","TRANVGD12903CD9262","Arika Kane","Here With Me",-3.731,127.757,4,6,1,245.13261,0.494489518,0,0
"12345","TRAVESV12903CEDEDA","Corb Lund","Horse Doctor_ Come Quick",-9.139,176.591,4,2,1,235.80689,0.494489518,0,0
"13622","TRAXMHR128F421A89B","Bob Margolin","Ice Or Fire",-8.218,102.516,4,11,0,227.00363,0.494489518,0,0
"13640","TRAXNYL128F92DA2B1","Oscar Peterson Trio","Night And Day",-22.457,172.514,4,0,0,152.13669,0.494489518,0,0
"14330","TRAYZCF12903CF39A4","Maria Muldaur","It Feels Like Rain",-17.684,87.702,3,5,0,411.01016,0.494489518,1999,0
"14844","TRAZSFV128F14806FE","Darwin Hobbs","Worshipper's Medley",-7.087,111.417,5,1,1,621.7922,0.494489518,2005,0
"2680","TRAEXHW128F92E2602","Gym Class Heroes","New Friend Request (Amended Version)",-4.952,91.97,4,1,1,254.51057,0.494469709,2006,0
"14312","TRAYXZX128F930F022","KALIMBA","Nunca Sabras",-6.062,77.722,4,4,1,229.14567,0.494469709,2007,0
"264","TRAAUMJ128F933BDB6","LORE","Haunting",-8.147,130.062,4,8,1,216.55465,0.494357324,0,0
"13604","TRAXKRW128F93013DF","Modern Day Escape","Let's Get Sweaty",-6.904,140.029,4,6,0,187.0624,0.493945868,0,0
"11955","TRAUVGO128F14836DB","HÃ©roes del Silencio","El Mar No Cesa (Live)",-8.85,159.483,4,4,0,198.89587,0.493887576,1991,0
"8879","TRAPHTR128F92F8634","Groundhogs","Split Part One",-11.942,153.656,1,7,1,601.3122,0.493466819,0,0
"1938","TRADKDX128F9320676","Foo Fighters","If Ever",-7.442,150.83,3,2,1,253.67465,0.49271364,2007,0
"2688","TRAEYJG12903C98F15","Dntel","A Machine and a Memory Keeps You Alive",-15.644,93.32,5,5,0,252.86485,0.49271364,0,0
"3675","TRAGMXK128F9305A50","Bersuit Vergarabat","De Onda",-7.301,121.764,3,0,1,181.18485,0.49271364,1998,0
"4197","TRAHFYH128F92CE223","Trivium","Shogun [with fade_ for special edition]",-4.002,140.112,4,11,0,678.76526,0.49271364,2008,0
"6104","TRAKQEA128F1495E21","Prince","Escape ( LP Version)",-9.754,119.956,4,4,1,210.70322,0.49271364,0,0
"6702","TRALTTR12903C9E32E","Scott Weiland","The Date ( LP Version )",-5.328,112.68,4,5,1,321.01832,0.49271364,1998,0
"10826","TRASYLV128E0794878","Gang Of Four","Is It Love",-17.763,117,4,1,1,273.99791,0.492398353,1983,0
"11774","TRAUEVU128F42B7B0A","EPMD","Jane 5",-8.667,86.819,4,1,1,161.35791,0.492398353,1997,0
"5508","TRAJLYW128F9313A2F","C.C. Adcock","Loaded Gun",-7.661,116.009,4,7,0,168.33261,0.492394196,2004,0
"777","TRABMKI128F422E0BE","The Real Kids","Now You Know",-8.471,147.661,4,11,1,222.11873,0.492299861,1996,0
"10582","TRASCMB128F422B871","Shanadoo","Ninja Tattoo",-4.594,137.923,4,0,1,200.88118,0.491311144,2006,0
"11997","TRAUZFY128F42BCE57","Jason Michael Carroll","No Good In Goodbye",-3.662,87.712,4,2,1,229.8771,0.490904201,2007,0
"10699","TRASOHB128F92D88B6","Johannes Linstead","Caja De Cerillas",-8.577,179.978,4,9,0,298.10893,0.490808488,2000,0
"13520","TRAXDNU128F9341CDE","Faces","My Fault (LP Version)",-9.363,119.028,4,2,1,187.42812,0.490808488,1973,0
"8464","TRAOUGE128E078AB7A","Dr Bombay","Girle Girle",-5.884,137.96,4,9,1,192.02567,0.48913343,0,0
"1231","TRACBQQ128F4263AEB","Stanley Clarke","Journey To Love",-12.714,84.064,3,2,1,282.69669,0.489038209,1975,0
"4998","TRAIUUS128F4214452","Janet Jackson","Interlude: Livin'...In Complete Darkness",-19.99,120.45,5,2,0,67.10812,0.489038209,0,0
"12348","TRAVFJV128F92D2043","Al Di Meola","Bianca's Midnight Lullaby",-13.347,75.11,1,9,1,114.07628,0.489038209,1980,0
"2642","TRAEUJB128F427B76F","Lee Ritenour","Can You Feel It?",-11.241,93.848,4,6,0,321.56689,0.489030797,1998,0
"109","TRAAIAE128F42AC53D","Martina McBride","I Can't Stop Loving You",-13.627,100.194,3,7,1,261.95546,0.488289876,2005,0
"3027","TRAFGMJ128F930F532","4Him","Wings",-9.295,171.329,3,1,1,241.97179,0.488289876,1994,0
"7808","TRANQDS12903CE3E1D","Graham Central Station","It's Alright",-9.783,119.633,4,8,0,229.27628,0.488289876,1975,0
"3753","TRAGTUL12903CC81E8","Tony Danza Tap Dance Extravaganza_ The","Cliff Burton Surprise",-8.202,139.872,4,8,1,198.66077,0.487956977,0,0
"12393","TRAVKJJ128F424DA32","Rickie Lee Jones","Second Time Around",-25.342,64.011,1,8,1,291.97016,0.487492443,1991,0
"14794","TRAZNKG12903CDCF8A","Call To Preserve","Open your Eyes",-2.045,115.09,1,4,1,199.78404,0.487358964,2008,0
"3157","TRAFRQY128F93186FB","Amoral","Perfection Design",-3.394,139.977,4,0,1,238.94159,0.487112195,2009,0
"10063","TRARGBM128F428F65E","Daddy Yankee","A Lo Clasico",-4.13,91.026,4,4,0,235.15383,0.487112195,2007,0
"10808","TRASXHB128F933D3BD","Mighty Mighty Bosstones","They Came To Boston",-9.944,205.559,1,9,1,211.33016,0.487112195,1992,0
